,Condition,State,City,Price,Currency,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER
MLM812393789,used,Puebla,Puebla,345000.0,MXN,Usado,5127 mm,5,,4x4,Sí,3.6 L,Buick,5,3.6,Gasolina,56000 km,Enclave,Automática,3.6 Paq D At,2015,,,,,,,,,,,,,,,,
MLM812342973,used,Puebla,Puebla,299900.0,MXN,Usado,4624 mm,5,,4x2,Sí,3.2 L,Jeep,5,3.2,Gasolina,44000 km,Cherokee,Manual,3.2 Trailhawk Mt,2014,,,,,,,,,,,,,,,,
MLM809583686,used,Puebla,Puebla,579900.0,MXN,Usado,4780 mm,5,,4x4,Sí,5.5 L,Mercedes-Benz,5,5.5,Gasolina,56000 km,Clase M,Manual,5.5l Ml 63 Amg Mt,2013,,,,,,,,,,,,,,,,
MLM809556332,used,Puebla,Puebla,245000.0,MXN,Usado,4315 mm,5,133 hp,Delantera,Sí,1998 cc,Renault,5,2.0,Gasolina,19000 km,Oroch,Automática,2.0 16v Zen,2019,,,,,,,,,,,,,,,,
MLM803012926,used,Distrito Federal,Tlalpan,269900.0,MXN,Usado,,5,,4x4,Sí,2 L,BMW,5,2.0,Gasolina,71000 km,X3,Manual,2.0 X3 Xdrive28ia M Sport Man Mt,2013,,,,,,,,,,,,,,,,
MLM803012949,used,Morelos,Cuernavaca,179900.0,MXN,Usado,4384 mm,5,105 hp,Delantera,,1.6 L,Volkswagen,4,1.6,Gasolina,54000 km,Vento,Manual,1.6 Confortline Mt,2018,,,,,,,,,,,,,,,,
MLM810044338,used,Puebla,Puebla,135000.0,MXN,Usado,,2,,4x4,Sí,4.3 L,Chevrolet,2,4.3,Gasolina,92000 km,Silverado,Automática,Pickup Silverado 2500 Custom Aa At,1999,,,,,,,,,,,,,,,,
MLM803018969,used,Distrito Federal,Tlalpan,304900.0,MXN,Usado,4329 mm,3,177 hp,Trasera,Sí,1598 cc,BMW,3,1.6,Gasolina,43000 km,Serie 1,Automática,1.6 3p 120ia Urban Line At,2017,,,,,,,,,,,,,,,,
MLM803015307,used,Distrito Federal,Tlalpan,109900.0,MXN,Usado,4338 mm,4,103 hp,Delantera,Sí,1598 cc,Chevrolet,4,1.6,Gasolina,76000 km,Aveo,Manual,1.6 Lt Mt Sedán,2016,,,,,,,,,,,,,,,,
MLM803012968,used,Distrito Federal,Tlalpan,94900.0,MXN,Usado,,,,,,,Nissan,5,,Gasolina,117000 km,X-Terra,,SE,2001,,,,,,,,,,,,,,,,
MLM808949200,used,Jalisco,Zapopan,89500.0,MXN,Usado,,,,,,,RAM,2,,Gasolina,127000 km,Ram 1500,,6cil caja larga auto,2001,,,,,,,,,,,,,,,,
MLM808037654,used,Jalisco,Zapopan,308000.0,MXN,Usado,4590 mm,,,Delantera,Sí,1.8 L,Mercedes-Benz,2,1.8,Gasolina,52000 km,Clase C,Automática,1.8 250 Cgi Coupe At,2015,,,,,,,,,,,,,,,,
MLM806039975,used,Distrito Federal,Benito Juárez,175000.0,MXN,Usado,4455 mm,4,118 hp,Delantera,Sí,1497 cc,Honda,4,1.5,Gasolina,28000 km,City,Manual,1.5 Lx Mt,2017,,,,,,,,,,,,,,,,
MLM813566495,used,Distrito Federal,Coyoacán,229900.0,MXN,Usado,,5,,4x4,Sí,2.5 L,Toyota,5,2.5,Gasolina,68000 km,RAV4,Automática,2.5 Xle L4/ At,2014,No,,,,,,,,,,,,,,,
MLM806358107,used,Distrito Federal,Tlalpan,319900.0,MXN,Usado,4458 mm,4,190 hp,Delantera,Sí,1984 cc,Audi,4,2.0,Gasolina,49000 km,A3,Automática,2.0 Sedán L Select At Dsg,2017,,,,,,,,,,,,,,,,
MLM815497349,used,Hidalgo,Pachuca De Soto,395000.0,MXN,Usado,,,,,,,Maserati,4,,Gasolina,44000 km,GRAN TURISMO,,Quattroporte,2004,,,,,,,,,,,,,,,,
MLM813471834,used,Distrito Federal,Coyoacán,459900.0,MXN,Usado,4370 mm,5,240 hp,4x4,Sí,1999 cc,Land Rover,5,2.0,Gasolina,37000 km,Evoque,Automática,2.0 Dynamique At,2015,Sí,,,,,,,,,,,,,,,
MLM810031733,used,Distrito Federal,Coyoacán,950000.0,MXN,Usado,4756 mm,5,476 hp,Trasera,Sí,3982 cc,Mercedes-Benz,4,4.0,Gasolina,25000 km,Clase C,Automática,4.0 63 Amg At,2017,Sí,,,,,,,,,,,,,,,
MLM807708220,used,Puebla,Puebla,155000.0,MXN,Usado,,,,4x2,,5.4 L,Ford,5,,Gasolina,83000 km,Expedition,Automática,5.4 Limited Piel V8 4x2 At,2007,,,,,,,,,,,,,,,,
MLM802056677,used,Puebla,Puebla,189900.0,MXN,Usado,4064 mm,5,130 hp,Delantera,Sí,1497 cc,Honda,5,1.5,Gasolina,42000 km,Fit,Manual,1.5 Fun Mt,2018,,,,,,,,,,,,,,,,
MLM811457767,used,Puebla,Puebla,239900.0,MXN,Usado,4275 mm,5,148 hp,Delantera,Sí,1998 cc,Mazda,5,2.0,Gasolina,55000 km,CX-3,Automática,2.0 I Grand Touring At,2016,,,,,,,,,,,,,,,,
MLM808118426,used,Puebla,Puebla,174990.0,MXN,Usado,4652 mm,5,170 hp,Delantera,,2.5 L,Volkswagen,4,2.5,Gasolina,55000 km,Jetta,Automática,2.5 Comfortline Mt At,2015,,,,,,,,,,,,,,,,
MLM813442321,used,Hidalgo,Pachuca De Soto,399000.0,MXN,Usado,4624 mm,4,252 hp,Trasera,Sí,1998 cc,BMW,4,2.0,Gasolina,42000 km,Serie 3,Automática,2.0 330ia Luxury Line At,2017,,,,,,,,,,,,,,,,
MLM813526032,used,Puebla,Puebla,79900.0,MXN,Usado,,,,,,,Volkswagen,2,,Gasolina,1000 km,Sedan,,Mt 1982,1982,,,,,,,,,,,,,,,,
MLM811469096,used,Puebla,Puebla,89900.0,MXN,Usado,4470 mm,5,,Delantera,Sí,1.8 L,Nissan,4,1.8,Gasolina,88000 km,Tiida,Manual,1.8 Sense Sedan Mt,2010,,,,,,,,,,,,,,,,
MLM811464841,used,Puebla,Puebla,175000.0,MXN,Usado,4442 mm,5,92 hp,Delantera,Sí,1560 cc,Peugeot,4,1.6,Diésel,40000 km,301,Manual,1.6 Allure Hdi Diesel Mt,2018,,,,,,,,,,,,,,,,
MLM807709372,used,Puebla,Puebla,149900.0,MXN,Usado,4652 mm,5,170 hp,Delantera,,2.5 L,Volkswagen,4,2.5,Gasolina,76000 km,Jetta,Automática,2.5 Style Active At,2012,,,,,,,,,,,,,,,,
MLM814565764,used,Hidalgo,Pachuca De Soto,169000.0,MXN,Usado,4315 mm,4,103 hp,Delantera,Sí,1598 cc,Chevrolet,4,1.6,Gasolina,50000 km,Aveo,Automática,1.6 Lt Bolsas De Aire Y Abs Nuevo At,2018,,,,,,,,,,,,,,,,
MLM806657391,used,Distrito Federal,Benito Juárez,175000.0,MXN,Usado,4482 mm,5,110 hp,Delantera,Sí,1197 cc,SEAT,4,1.2,Gasolina,43000 km,Toledo,Manual,1.2 Style Mt,2016,,,,,,,,,,,,,,,,
MLM807827299,used,Distrito Federal,Tlalpan,319900.0,MXN,Usado,4695 mm,5,165 hp,Delantera,Sí,2360 cc,Mitsubishi,5,2.4,Gasolina,32000 km,Outlander,Automática,2.4 Limited Cvt,2017,,,,,,,,,,,,,,,,
MLM812843788,used,Distrito Federal,Coyoacán,109900.0,MXN,Usado,,5,307 hp,4x2,Sí,4.7 L,Chrysler,5,4.7,Gasolina,89000 km,Aspen,Manual,4.7 Limited Qc Abs 4x2 Mt,2007,,,,,,,,,,,,,,,,
MLM805863094,used,Puebla,Puebla,89900.0,MXN,Usado,,,,,,,Hyundai,4,,Gasolina,73000 km,Grand i10,,Basico Mt 2013,2013,,,,,,,,,,,,,,,,
MLM807829558,used,Distrito Federal,Benito Juárez,426000.0,MXN,Usado,4140 mm,5,152 hp,Delantera,Sí,1999 cc,Kia,5,2.0,Gasolina,5100 km,Sedona,Automática,2.0 Lx At,2020,,,,,,,,,,,,,,,,
MLM803018937,used,Distrito Federal,Tlalpan,368900.0,MXN,Usado,4458 mm,4,150 hp,Delantera,Sí,1395 cc,Audi,4,1.4,Gasolina,28000 km,A3,Automática,1.4 Sedán Select At Dsg,2018,,,,,,,,,,,,,,,,
MLM813475571,used,Hidalgo,Pachuca De Soto,109000.0,MXN,Usado,,4,,Delantera,Sí,2 L,Ford,4,2.0,Gasolina,118820 km,Focus,Automática,Se At,2012,,,,,,,,,,,,,,,,
MLM803015326,used,Distrito Federal,Tlalpan,219900.0,MXN,Usado,,,,Delantera,,2.5 L,Mazda,4,,Gasolina,37000 km,Mazda 3,Automática,2.5 S Grand Touring Sedan At,2014,,,,,,,,,,,,,,,,
MLM812883251,used,Puebla,Puebla,389900.0,MXN,Usado,4555 mm,5,188 hp,4x2,Sí,2488 cc,Mazda,5,2.5,Gasolina,18000 km,CX-5,Automática,2.5 S Grand Touring 4x2 At,2018,,,,,,,,,,,,,,,,
MLM812912315,used,Distrito Federal,Coyoacán,74900.0,MXN,Usado,3495 mm,5,,Trasera,Sí,1 L,Chevrolet,5,1.0,Gasolina,46000 km,Matiz,Manual,1.0 Ls Mt,2014,Sí,,,,,,,,,,,,,,,
MLM801490052,used,Distrito Federal,Venustiano Carranza,304900.0,MXN,Usado,,,,,,,Ford,4,,Gasolina,32000 km,Edge,,3.5 SEL PLUS TA,2015,,,,,,,,,,,,,,,,
MLM801070040,used,Puebla,Puebla,179900.0,MXN,Usado,,,,Delantera,,1.6 L,Volkswagen,4,,Gasolina,50000 km,Vento,Manual,1.6 Confortline Mt,2018,,,,,,,,,,,,,,,,
MLM812843863,used,Distrito Federal,Coyoacán,289900.0,MXN,Usado,4695 mm,5,165 hp,Delantera,Sí,2360 cc,Mitsubishi,5,2.4,Gasolina,49000 km,Outlander,Automática,2.4 Limited Cvt,2016,,,,,,,,,,,,,,,,
MLM813532948,used,Puebla,Puebla,119900.0,MXN,Usado,,4,,Delantera,Sí,2.3 L,Ford,4,2.3,Gasolina,85000 km,Fusion,Automática,Se L4 At,2012,,,,,,,,,,,,,,,,
MLM812982440,used,Puebla,Puebla,149900.0,MXN,Usado,4625 mm,5,,Delantera,Sí,1.8 L,Nissan,4,1.8,Gasolina,56000 km,Sentra,Automática,1.8 Advance At,2014,,,,,,,,,,,,,,,,
MLM812876605,used,Puebla,Puebla,389900.0,MXN,Usado,4726 mm,,,Delantera,Sí,6.2 L,Mercedes-Benz,2,6.2,Gasolina,55000 km,Clase C,Manual,6.2 63 Amg Mt,2011,,,,,,,,,,,,,,,,
MLM802056453,used,Puebla,Puebla,189900.0,MXN,Usado,,,,Delantera,,1497 cc,Honda,5,,Gasolina,43000 km,Fit,Manual,1.5 Fun Mt,2018,,,,,,,,,,,,,,,,
MLM808615142,used,Distrito Federal,Coyoacán,439900.0,MXN,Usado,4726 mm,4,252 hp,4x4,Sí,1984 cc,Audi,4,2.0,Gasolina,27000 km,A4,Automática,2.0 T Select Quattro 252hp Dsg,2017,Sí,,,,,,,,,,,,,,,
MLM813810721,used,Puebla,Puebla,145000.0,MXN,Usado,,4,,Delantera,Sí,1.8 L,Honda,4,1.8,Gasolina,66000 km,Civic,Automática,Dmt Ex Sedan At,2012,,,,,,,,,,,,,,,,
MLM801999890,used,Puebla,Puebla,175000.0,MXN,Usado,,,,Delantera,,1193 cc,Dodge,4,,Gasolina,37000 km,Attitude,Manual,1.2 Sxt Mt,2018,,,,,,,,,,,,,,,,
MLM811254776,used,Puebla,Puebla,195000.0,MXN,Usado,4384 mm,4,121 hp,Delantera,Sí,1591 cc,Kia,4,1.6,Gasolina,19000 km,Rio,Manual,1.6 Lx Sedan Mt,2019,,,,,,,,,,,,,,,,
MLM804259929,used,Distrito Federal,Cuajimalpa De Morelos,192500.0,MXN,Usado,4363 mm,5,82 hp,Delantera,Sí,1197 cc,Suzuki,5,1.2,Gasolina,5075 km,Ignis,Manual,1.2 Vvt Gl,2020,,,,,,,,,,,,,,,,
MLM803387315,used,Distrito Federal,Benito Juárez,179000.0,MXN,Usado,,5,,4x4,Sí,3.6 L,GMC,5,3.6,Gasolina,72000 km,Acadia,Automática,3.6 D 8 Pas Qc Piel 4x4 At,2011,,,,,,,,,,,,,,,,
MLM813528696,used,Puebla,Puebla,159900.0,MXN,Usado,4580 mm,2,,Trasera,Sí,3 L,BMW,2,3.0,Gasolina,72000 km,Serie 3,Automática,3.0 335i Coupe At,2007,,,,,,,,,,,,,,,,
MLM807664645,used,Puebla,Puebla,155000.0,MXN,Usado,,,,Delantera,,1.5 L,Toyota,4,,Gasolina,50000 km,Yaris,Manual,1.5 Premium Sedan Mt,2016,,,,,,,,,,,,,,,,
MLM803018922,used,Distrito Federal,Tlalpan,104900.0,MXN,Usado,4397 mm,4,,Delantera,Sí,1.6 L,Chevrolet,4,1.6,Gasolina,92000 km,Sonic,Manual,1.6 Lt Mt,2013,,,,4,,,,,,,,,,,,
MLM804676686,used,Distrito Federal,Cuajimalpa De Morelos,402500.0,MXN,Usado,4511 mm,2,174 hp,Delantera,Sí,1496 cc,Honda,2,1.5,Gasolina,58 km,Civic,Automática,1.5 Coupe Turbo Cvt,2019,,,,,,,,,,,,,,,,
MLM810693579,used,Distrito Federal,Benito Juárez,145000.0,MXN,Usado,,5,,Delantera,Sí,1.4 L,Suzuki,5,1.4,Gasolina,59000 km,Swift,Manual,1.4 Gls L4 Man Mt,2015,,,,,,,,,,,,,,,,
MLM809957250,used,Distrito Federal,Benito Juárez,229000.0,MXN,Usado,4404 mm,5,,4x2,Sí,2.4 L,Jeep,5,2.4,Gasolina,48000 km,Compass,Automática,2.4 Limited 4x2 At,2015,,,,,,,,,,,,,,,,
MLM809425095,used,Distrito Federal,Benito Juárez,259000.0,MXN,Usado,,2,,Trasera,Sí,6.2 L,Chevrolet,2,6.2,Gasolina,58000 km,Camaro,Automática,Ss V8 At,2010,,,,,,,,,,,,,,,,
MLM812843810,used,Distrito Federal,Coyoacán,329900.0,MXN,Usado,4801 mm,5,280 hp,4x4,,3.6 L,Volkswagen,5,3.6,Gasolina,65000 km,Touareg,Automática,3.6 At,2014,,,,,,,,,,,,,,,,
MLM812843804,used,Distrito Federal,Coyoacán,417900.0,MXN,Usado,4941 mm,5,280 hp,4x4,Sí,3471 cc,Honda,5,3.5,Gasolina,45000 km,Pilot,Automática,3.5 Touring At,2016,,,,,,,,,,,,,,,,
MLM799808006,used,Distrito Federal,Cuajimalpa De Morelos,427400.0,MXN,Usado,,,,Trasera,,1997 cc,BMW,4,,Gasolina,52958 km,Serie 3,Automática,2.0 330ia Sport Line At,2018,,,,,,,,,,,,,,,,
MLM813410769,used,Distrito Federal,Coyoacán,494900.0,MXN,Usado,4782 mm,2,310 hp,Trasera,Sí,2300 cc,Ford,2,2.3,Gasolina,18000 km,Mustang,Manual,2.3 Coupe Mt,2018,Sí,,,,,,,,,,,,,,,
MLM815587773,used,Puebla,Puebla,279900.0,MXN,Usado,2695 mm,,90 hp,Trasera,Sí,898 cc,Smart,3,8.9,Gasolina,13000 km,Fortwo,Automática,8.9l Passion Convertible . At,2017,,,,,,,,,,,,,,,,
MLM815161485,used,Puebla,Puebla,299900.0,MXN,Usado,,,,,,,Volkswagen,4,,Diésel,40000 km,Passat,,2.5 Tdi 2016 At,2016,,,,,,,,,,,,,,,,
MLM814859446,used,Puebla,Puebla,235000.0,MXN,Usado,4415 mm,5,172 hp,4x2,Sí,2360 cc,Jeep,5,2.4,Gasolina,38000 km,Patriot,Automática,2.4 Edición 75 Aniversario 4x2 At,2017,,,,,,,,,,,,,,,,
MLM814862525,used,Puebla,Puebla,299900.0,MXN,Usado,4361 mm,5,,Delantera,Sí,2 L,Ford,5,2.0,Gasolina,41000 km,Focus,Manual,2.0 St Mt,2015,,,,,,,,,,,,,,,,
MLM813473446,used,Puebla,Puebla,135000.0,MXN,Usado,,,,Delantera,Sí,2.4 L,Mitsubishi,2,2.4,Gasolina,61000 km,Eclipse,Automática,Gt Coupe At,2007,,,,,,,,,,,,,,,,
MLM811258264,used,Puebla,Puebla,279900.0,MXN,Usado,,,,,,,Volkswagen,4,,Gasolina,13000 km,Passat,,2.5 Tdi At 2016,2016,,,,,,,,,,,,,,,,
MLM811245191,used,Puebla,Puebla,235000.0,MXN,Usado,,5,210 hp,4x2,Sí,4 L,Ford,5,4.0,Gasolina,76000 km,Explorer,Manual,4.0 Xlt V6 3er Asiento Sync 4x2 Mt,2012,,,,,,,,,,,,,,,,
MLM809506456,used,Puebla,Puebla,649900.0,MXN,Usado,,5,,4x4,Sí,3 L,Land Rover,5,3.0,Gasolina,62000 km,Range Rover,Automática,3.0 Sport Hse V6 Dyna Pack At,2014,,,,,,,,,,,,,,,,
MLM808301591,used,Puebla,Puebla,289900.0,MXN,Usado,,,,Delantera,,1998 cc,Renault,5,,Gasolina,16000 km,Oroch,Automática,2.0 16v Outsider Aut,2019,,,,,,,,,,,,,,,,
MLM806941489,used,Puebla,Puebla,219900.0,MXN,Usado,,,,Trasera,,2.5 L,BMW,4,,Gasolina,68000 km,Serie 3,Automática,2.5 325ia Exclusive Navi At,2012,,,,,,,,,,,,,,,,
MLM801068801,used,Puebla,Puebla,449900.0,MXN,Usado,,,,Trasera,,1999 cc,Jaguar,4,,Gasolina,41000 km,XE,Automática,2.0 Pure At,2016,,,,,,,,,,,,,,,,
MLM813783880,used,Jalisco,Zapopan,114500.0,MXN,Usado,,,,,,,Chevrolet,3,,Gasolina,105000 km,S-10,,Xtreme standar 6cil,2003,,,,,,,,,,,,,,,,
MLM812881907,used,Jalisco,Zapopan,109500.0,MXN,Usado,,,,,,,Ford,2,,Gasolina,98300 km,Ranger,,Caja larga aut 6cil,2003,,,,,,,,,,,,,,,,
MLM815157986,used,Puebla,Puebla,189900.0,MXN,Usado,,5,,Delantera,Sí,3.6 L,Chevrolet,5,3.6,Gasolina,76000 km,Traverse,Automática,B Aa Qc Dvd At,2012,,,,,,,,,,,,,,,,
MLM813555013,used,Puebla,Puebla,369900.0,MXN,Usado,4800 mm,4,1.4 hp,Trasera,Sí,3498 cc,Infiniti,4,3.5,Híbrido/Gasolina,40000 km,Q50,Automática,3.5 Hybrid Design Line At,2016,,,,,,,,,,,,,,,,
MLM809498096,used,Puebla,Puebla,369900.0,MXN,Usado,4427 mm,5,150 hp,Delantera,Sí,1390 cc,Volkswagen,5,1.4,Gasolina,40000 km,Tiguan,Automática,1.4 Comfortline Plus At,2018,,,,,,,,,,,,,,,,
MLM805152533,used,Puebla,Puebla,299900.0,MXN,Usado,,,,Trasera,,2 L,BMW,4,,Gasolina,78000 km,Serie 5,Automática,2.0 528ia Luxury Line At,2014,,,,,,,,,,,,,,,,
MLM815597783,used,Puebla,Puebla,209900.0,MXN,Usado,4445 mm,5,92 hp,Delantera,Sí,1560 cc,Peugeot,4,1.6,Diésel,24000 km,301,Manual,1.6 Active Hdi Diesel Mt,2019,,,,,,,,,,,,,,,,
MLM806988624,used,Distrito Federal,Cuajimalpa De Morelos,332450.0,MXN,Usado,3850 mm,,192 hp,Delantera,Sí,1998 cc,Mini,3,2.0,Gasolina,34045 km,Cooper S,Automática,2.0 Chili At,2018,,,,,,,,,,,,,,,,
MLM812391837,used,Puebla,Puebla,189900.0,MXN,Usado,,,,,,883 cc,Harley-Davidson,,,,3000 km,883 2018,,,2018,,.,.,,,,,,,,,,,,,
MLM812363176,used,Puebla,Puebla,359900.0,MXN,Usado,,5,,4x4,Sí,2 L,Audi,5,2.0,Gasolina,48000 km,Q5,Automática,2.0 Elite L4 T At,2015,,,,,,,,,,,,,,,,
MLM812843762,used,Distrito Federal,Coyoacán,379900.0,MXN,Usado,4388 mm,5,150 hp,Delantera,Sí,1395 cc,Audi,5,1.4,Gasolina,48000 km,Q3,Automática,1.4 S Line 150 Hp Dsg,2017,,,,,,,,,,,,,,,,
MLM814178450,used,Distrito Federal,Tlalpan,479900.0,MXN,Usado,4427 mm,5,150 hp,Delantera,Sí,1390 cc,Volkswagen,5,1.4,Gasolina,8000 km,Tiguan,Automática,1.4 Comfortline 7as At,2020,,,,,,,,,,,,,,,,
MLM805336635,used,Distrito Federal,Tlalpan,74900.0,MXN,Usado,3858 mm,3,,Delantera,Sí,1.6 L,Chevrolet,3,1.6,Diésel,95000 km,Chevy,Manual,1.6 3p Paq D Mt,2011,,,,,,,,,,,,,,,,
MLM812865217,used,Jalisco,Zapopan,114500.0,MXN,Usado,,5,,4x4,Sí,5.3 L,Chevrolet,5,5.3,Gasolina,139000 km,Suburban,Automática,B Tela Aa Dvd At,2004,,,,,,,,,,,,,,,,
MLM803110665,used,Distrito Federal,Cuajimalpa De Morelos,532470.0,MXN,Usado,4329 mm,5,177 hp,Trasera,Sí,1598 cc,BMW,5,1.6,Gasolina,6653 km,Serie 1,Automática,1.6 5p 120ia M Sport At,2020,,,,,,,,,,,,,,,,
MLM814039489,used,Querétaro,Querétaro,250000.0,MXN,Usado,,,,,,,,,,,277500 km,Volteo Pipa Plana,Manual,,2010,,,,,,,,,,,,,,,,
MLM812931740,used,Distrito Federal,Coyoacán,184900.0,MXN,Usado,,5,136 hp,4x4,Sí,2.4 L,Chevrolet,5,2.4,Gasolina,36000 km,Captiva,Automática,2.4 Ls L4 Piel At,2015,Sí,,,,,,,,,,,,,,,
MLM805579196,used,Distrito Federal,Coyoacán,539900.0,MXN,Usado,,,,Delantera,,3605 cc,Chrysler,4,,Gasolina,24000 km,Pacifica,Automática,3.7 3.6 At,2017,,,,,,,,,,,,,,,,
MLM812843832,used,Distrito Federal,Coyoacán,114900.0,MXN,Usado,,,,Delantera,Sí,1.6 L,Nissan,4,1.6,Gasolina,68000 km,Versa,Automática,1.6 Advance At,2013,,,,,,,,,,,,,,,,
MLM812132937,used,Distrito Federal,Benito Juárez,570000.0,MXN,Usado,4404 mm,5,285 hp,4x4,Sí,3604 cc,Jeep,5,3.6,Gasolina,20000 km,Wrangler,Automática,3.6 Unlimited Sahara Winter Edition 4x4 At,2017,,,,,,,,,,,,,,,,
MLM812843754,used,Distrito Federal,Coyoacán,177900.0,MXN,Usado,4455 mm,4,118 hp,Delantera,Sí,1497 cc,Honda,4,1.5,Gasolina,53000 km,City,Automática,1.5 Ex At Cvt,2016,,,,,,,,,,,,,,,,
MLM815552544,used,Distrito Federal,Coyoacán,484900.0,MXN,Usado,4777 mm,5,315 hp,4x4,Sí,2694 cc,Ford,5,2.7,Gasolina,18000 km,Edge,Automática,2.7 Sport At,2018,Sí,,,,,,,,,,,,,,,
MLM815551062,used,Distrito Federal,Coyoacán,714900.0,MXN,Usado,4691 mm,5,360 hp,4x4,Sí,1991 cc,Mercedes-Benz,4,2.0,Gasolina,24000 km,Clase CLA,Automática,2.0 45 Amg At,2017,Sí,,,,,,,,,,,,,,,
MLM815550647,used,Distrito Federal,Coyoacán,579900.0,USD,Usado,,5,555 hp,4x4,Sí,4.8 L,BMW,5,4.8,Gasolina,41000 km,X5 M,Automática,X5 M 555 Hp At,2013,Sí,,,,,,,,,,,,,,,
MLM815538939,used,Distrito Federal,Coyoacán,259900.0,MXN,Usado,,5,260 hp,4x4,Sí,3.5 L,Nissan,5,3.5,Gasolina,55000 km,Pathfinder,Manual,3.5 Exclusive Mt,2014,Sí,,,,,,,,,,,,,,,
MLM815511385,used,Distrito Federal,Coyoacán,179900.0,MXN,Usado,,,,Delantera,Sí,1.6 L,Mini,2,1.6,Gasolina,45000 km,Cooper,Manual,1.6 S Hot Chili 6vel Aa Piel Qc Mt,2010,Sí,,,,,,,,,,,,,,,
MLM815179961,used,Distrito Federal,Coyoacán,189900.0,MXN,Usado,5086 mm,5,,4x4,Sí,3.7 L,Mazda,5,3.7,Gasolina,58000 km,CX-9,Manual,3.7 Grand Touring Awd Mt,2012,Sí,,,,,,,,,,,,,,,
MLM815166998,new,Distrito Federal,Coyoacán,649900.0,MXN,Nuevo,,,,4x4,,,SEAT,4,4 CIL 2.0 TURBO 300 HP,Gasolina,0 km,Ateca,,CUPRA 300 HP,2020,,,,,,,,,,,,,,,,
MLM815154941,used,Distrito Federal,Coyoacán,489900.0,MXN,Usado,4815 mm,5,310 hp,4x4,Sí,3649 cc,Cadillac,5,3.7,Gasolina,32000 km,XT5,Automática,3.7 Platinum At,2017,Sí,,,,,,,,,,,,,,,
MLM814517625,used,Distrito Federal,Coyoacán,369900.0,MXN,Usado,4672 mm,5,171 hp,Trasera,Sí,2488 cc,Renault,5,2.5,Gasolina,19000 km,Koleos,Automática,2.5 Iconic Cvt,2018,Sí,,,,,,,,,,,,,,,
MLM814519776,used,Distrito Federal,Coyoacán,354900.0,MXN,Usado,5127 mm,5,,4x4,Sí,3.6 L,Buick,5,3.6,Gasolina,33000 km,Enclave,Automática,3.6 Paq D At,2015,Sí,,,,,,,,,,,,,,,
MLM813390854,used,Distrito Federal,Coyoacán,449900.0,MXN,Usado,4191 mm,5,150 hp,4x2,Sí,1395 cc,Audi,5,1.4,Gasolina,2000 km,Q2,Automática,1.4 35 Tfsi Select,2019,Sí,,,,,,,,,,,,,,,
MLM812343506,used,Distrito Federal,Coyoacán,519900.0,MXN,Usado,4801 mm,5,280 hp,4x4,Sí,3597 cc,Volkswagen,5,3.6,Gasolina,25000 km,Touareg,Automática,3.6 V6 Fsi At,2017,Sí,,,,,,,,,,,,,,,
MLM812339583,used,Distrito Federal,Coyoacán,59900.0,MXN,Usado,,4,,Trasera,Sí,2.2 L,Chevrolet,4,2.2,Gasolina,90000 km,Cavalier,Automática,Sedan Aa Equipado At,1999,Sí,,,,,,,,,,,,,,,
MLM811925378,used,Distrito Federal,Coyoacán,349900.0,MXN,Usado,5127 mm,5,,4x4,Sí,3.6 L,Buick,5,3.6,Gasolina,42000 km,Enclave,Automática,3.6 Paq D At,2015,Sí,,,,,,,,,,,,,,,
MLM815165350,used,Puebla,Puebla,85000.0,MXN,Usado,,,,,,,Chrysler,4,,Gasolina,87000 km,Town & Country,,3.8 Xlt 2007,2007,,,,,,,,,,,,,,,,
MLM814861916,used,Puebla,Puebla,139900.0,MXN,Usado,,4,,Trasera,Sí,3 L,Chevrolet,4,3.0,Gasolina,72000 km,Malibu,Automática,G Sedan V6 Ee Piel Qc At,2012,,,,,,,,,,,,,,,,
MLM814860907,used,Puebla,Puebla,199900.0,MXN,Usado,4384 mm,5,105 hp,Delantera,,1.6 L,Volkswagen,4,1.6,Gasolina,30000 km,Vento,Manual,1.6 Highline Mt,2018,,,,,,,,,,,,,,,,
MLM814862981,used,Puebla,Puebla,145000.0,MXN,Usado,,5,,Delantera,Sí,2.4 L,Dodge,5,2.4,Gasolina,86000 km,Journey,Automática,2.4 Sxt 7 Pasj At,2011,,,,,,,,,,,,,,,,
MLM813842963,used,Puebla,Puebla,169900.0,MXN,Usado,,,,Delantera,Sí,3.5 L,Nissan,4,3.5,Gasolina,58000 km,Altima,Automática,3.5 Exclusive V6 Piel Cvt,2013,,,,,,,,,,,,,,,,
MLM813002068,used,Puebla,Puebla,149900.0,MXN,Usado,4397 mm,4,115 hp,Delantera,Sí,1600 cc,Chevrolet,4,1.6,Gasolina,46000 km,Sonic,Manual,1.6 Lt Mt,2016,,,,,,,,,,,,,,,,
